ID Projet,Nom du projet,Description,Année,Secteur,Pays,Taux Change Moyen (USD/EUR),Budget Initial (k€),Budget Final (k€),Écart Budget (%),Pénalités Historiques,Taux Imposition (%),Complexité Technique (1-5),Frais Imprévus (k€),Mode de Paiement,Qualité des Exigences (1-5),Durée Estimée (mois),Retard Moyen Historique (%),Date de Début,Date de Fin Initiale,Date de Fin Prévue,Écart de Délais (jours),risque_delais,risque_financement,risque_penalites,risque_fiscalite,risque_technique,risque_frais,moyenne_risques
IT-1143,Maintenance des Infrastructures Numériques au Cameroun,"Ce projet vise à assurer la maintenance préventive et corrective des infrastructures numériques critiques au Cameroun, incluant les data centers, les réseaux de télécommunications et les systèmes cloud. L'objectif est d'améliorer la disponibilité et la performance des services numériques pour soutenir la transformation digitale du pays.",2024.0,Technologie,Cameroun,0.91,136500.0,106470.0,22.0,0.0,30.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,10,0,5,12,2.0,7.33
IT-1144,Projet de Sécurisation des Infrastructures Numériques au Libéria,"Le projet vise à renforcer la sécurité des infrastructures numériques critiques du Libéria, en mettant en place des solutions avancées de cybersécurité pour protéger les données sensibles et garantir la continuité des services publics et privés. Il inclut l'implémentation de systèmes de détection d'intrusion, la formation des équipes locales, et le développement d'une plateforme centralisée de gestion des menaces.",2024.0,Technologie,Libéria,0.91,136500.0,106470.0,22.0,8.0,20.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,10,2,8,5.0,8.33
IT-1145,Optimisation des Systèmes Éducatifs en Afrique du Sud,"Ce projet vise à optimiser les systèmes éducatifs en Afrique du Sud en intégrant des solutions numériques innovantes pour améliorer l'accès, la qualité et l'efficacité de l'éducation. Il inclut le développement d'une plateforme centralisée basée sur le cloud permettant la gestion des ressources pédagogiques, l'analyse des performances des étudiants via des outils d'intelligence artificielle, ainsi que la mise en place d'un système de reporting en temps réel pour les décideurs.",2024.0,Éducation,Afrique du Sud,0.91,136500.0,106470.0,22.0,9.0,22.0,4.0,1092.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,8,5.0,8.67
IT-1146,Optimisation Éducative Libye,"Ce projet vise à optimiser les systèmes éducatifs en Libye en intégrant des solutions numériques avancées pour améliorer l'accès, la qualité et la gestion des ressources pédagogiques. Il inclut le développement d'une plateforme nationale de gestion scolaire, l'automatisation des processus administratifs, et l'intégration de technologies d'analyse prédictive pour identifier les besoins spécifiques des étudiants et des établissements.",2024.0,Éducation,Libye,0.91,136500.0,106470.0,22.0,10.0,30.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,15/03/2026,15/09/2026,183.0,15,18,10,2,12,5.0,10.33
IT-1147,Plan Urbain de Développement Durable RCA,"Ce projet vise à élaborer un plan urbain stratégique pour promouvoir le développement durable dans les principales villes de la République Centrafricaine. Il inclut la cartographie des zones prioritaires pour l'urbanisation, l'amélioration des infrastructures urbaines, et la mise en place d'une plateforme numérique permettant aux autorités locales de suivre les progrès des initiatives de développement.",2025.0,Urbanisme,Republique centrafricaine,0.91,136500.0,106470.0,22.0,0.0,25.0,4.0,910.0,Trimestriel,4.0,28.4,8.0,01/03/2025,30/06/2027,31/12/2027,183.0,15,10,0,5,10,5.0,7.5
IT-1148,Déploiement de la Plateforme Financière Unifiée (PFU) en Afrique du Sud,"Le projet vise à déployer une plateforme financière unifiée en Afrique du Sud pour rationaliser les opérations bancaires, améliorer l'efficacité des transactions et renforcer la sécurité des données. La solution inclura des fonctionnalités avancées d'analyse prédictive, de conformité réglementaire et de gestion des risques, tout en offrant une interface utilisateur intuitive pour les institutions financières locales.",2024.0,Finance,Afrique du Sud,0.91,136500.0,106470.0,22.0,10.0,21.0,4.0,1092.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,5,0,12,8.0,8.33
IT-1149,Déploiement de la Plateforme Financière Numérique en Sierra Leone,"Ce projet vise à déployer une plateforme financière numérique intégrée pour moderniser le secteur bancaire et financier en Sierra Leone. L'objectif est d'améliorer l'inclusion financière, réduire les risques opérationnels et offrir des services financiers sécurisés et accessibles via une infrastructure cloud robuste. La solution inclura des fonctionnalités avancées telles que l'analyse prédictive des transactions, la gestion des risques basée sur l'IA, et un portail utilisateur intuitif.",2025.0,Finance,Sierra Leone,0.91,136500.0,106470.0,22.0,7.0,23.0,4.0,910.0,Trimestriel,4.0,22.3,15.0,01/03/2025,31/12/2026,30/06/2027,181.0,15,10,10,2,12,5.0,9.0
IT-1150,Sécurisation des Systèmes Éducatifs Numériques au Cameroun,"Le projet vise à renforcer la sécurité des infrastructures numériques dans le secteur éducatif au Cameroun. Il inclut la mise en place de solutions avancées de cybersécurité pour protéger les données sensibles des étudiants et des institutions, ainsi que la formation des personnels administratifs et techniques aux bonnes pratiques de sécurité informatique. Une plateforme centralisée sera développée pour surveiller et répondre aux incidents de sécurité en temps réel.",2024.0,Éducation,Cameroun,0.91,136500.0,106470.0,22.0,10.0,27.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,18,10,2,12,8.0,10.83
IT-1151,Sécurisation Éducative Numérique Nigeria,"Ce projet vise à renforcer la sécurité des infrastructures numériques dans le secteur éducatif au Nigeria. Il inclut la mise en place de systèmes de cybersécurité avancés pour protéger les données sensibles des étudiants et des institutions, ainsi que le développement d'une plateforme centralisée sécurisée pour gérer les ressources pédagogiques et administratives.",2024.0,Éducation,Nigeria,0.91,45500.0,35490.0,22.0,3.0,25.0,4.0,1820.0,Trimestriel,4.0,22.3,10.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,18,5,2,12,8.0,10.0
IT-1152,Déploiement d'une plateforme financière digitale au Bénin,"Le projet vise à déployer une plateforme numérique complète pour les services financiers au Bénin, permettant aux institutions bancaires et aux fintechs locales de proposer des solutions modernes comme le mobile banking, les paiements en ligne sécurisés, et la gestion des risques financiers. La plateforme intègre des fonctionnalités avancées d'analyse de données (BI), de cybersécurité et de conformité réglementaire.",2024.0,Finance,Benin,0.91,136500.0,106470.0,22.0,0.0,29.0,4.0,1365.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,10,0,5,12,5.0,7.83
IT-1153,Déploiement de la plateforme nationale d'inclusion numérique au Zimbabwe,"Le projet vise à déployer une plateforme technologique complète pour améliorer l'accès aux services numériques dans les zones rurales et urbaines du Zimbabwe. Cette plateforme inclura des solutions cloud, des outils d'analyse avancée (BI et Big Data), ainsi que des fonctionnalités de cybersécurité robustes pour garantir la protection des données sensibles des utilisateurs. L'objectif est de réduire la fracture numérique tout en stimulant l'économie locale grâce à des services en ligne accessibles.",2024.0,Technologie,Zimbabwe,0.91,136500.0,106470.0,22.0,2.0,21.0,4.0,910.0,Trimestriel,4.0,18.3,8.0,15/03/2024,15/09/2025,15/12/2025,91.0,15,10,5,0,12,2.0,7.33
IT-1154,Système de Maintenance Technologique Égypte (SMTE),"Le projet SMTE vise à développer et maintenir une plateforme centralisée pour la gestion des infrastructures technologiques critiques en Égypte. Cette solution intègre des fonctionnalités avancées de surveillance, de diagnostic prédictif et de maintenance corrective afin d'assurer une disponibilité optimale des systèmes informatiques et réseaux. Le projet inclut également la formation des équipes locales pour garantir l'autonomie opérationnelle.",2024.0,Technologie,Égypte,0.91,136500.0,106470.0,22.0,5.0,25.0,4.0,4550.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,8,5.0,8.67
IT-1155,Système de Maintenance Éducative Numérique Ouganda (SMENO),"Le projet SMENO vise à concevoir, déployer et maintenir une plateforme numérique centralisée pour améliorer la gestion des infrastructures éducatives en Ouganda. Cette solution permettra de suivre l'état des bâtiments scolaires, planifier les interventions de maintenance préventive et corrective, et fournir des rapports analytiques aux décideurs pour optimiser les ressources disponibles.",2024.0,Éducation,Ouganda,0.91,113750.0,88725.0,22.0,8.0,24.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,10,2,8,5.0,8.67
IT-1156,Projet de Maintenance Technologique Tunisienne (PMTT),"Le projet vise à moderniser et maintenir les infrastructures technologiques critiques en Tunisie, notamment dans le domaine des télécommunications et des services numériques. Il inclut la mise en œuvre de solutions avancées de maintenance prédictive basées sur l'IA, ainsi que l'optimisation des systèmes cloud pour garantir une disponibilité maximale. Ce projet permettra également de former les équipes locales aux meilleures pratiques de maintenance et de cybersécurité.",2024.0,Technologie,Tunisie,0.91,113750.0,88725.0,22.0,3.0,29.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,5,2,10,8.0,8.67
IT-1157,Déploiement de la Plateforme AgriTech Maroc,"Ce projet vise à déployer une plateforme technologique avancée pour moderniser l'agriculture au Maroc. La solution intègre des outils d'analyse prédictive, des systèmes IoT pour le monitoring des cultures et des solutions cloud pour la gestion centralisée des données agricoles. L'objectif est d'améliorer la productivité, optimiser l'utilisation des ressources naturelles et renforcer la résilience des exploitations face aux changements climatiques.",2024.0,Agriculture,Maroc,0.91,136500.0,106470.0,22.0,7.0,33.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,10,5.0,9.0
IT-1158,Gabon Finance Digital Transformation Initiative,"Ce projet vise à transformer le secteur financier au Gabon en développant une plateforme numérique intégrée pour les institutions bancaires et financières. L'objectif est de moderniser les infrastructures technologiques, d'améliorer l'accès aux services financiers pour la population, et de renforcer la sécurité des transactions via des solutions innovantes basées sur le cloud, l'intelligence artificielle et la blockchain.",2024.0,Finance,Gabon,0.91,136500.0,106470.0,22.0,3.0,25.0,4.0,1092.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,5,2,10,8.0,8.67
IT-1159,Sécurisation Urbaine RCA,"Ce projet vise à renforcer la sécurité urbaine en République centrafricaine à travers le développement d’un système intégré de surveillance et de gestion des risques basé sur des technologies avancées de cartographie, d’analyse prédictive et de cybersécurité. Il inclut la création d’une plateforme numérique permettant aux autorités locales de mieux anticiper les menaces sécuritaires, optimiser les ressources disponibles et améliorer la résilience des infrastructures urbaines face aux crises.",2024.0,Urbanisme,République centrafricaine,0.91,136500.0,106470.0,22.0,0.0,32.0,4.0,1092.0,Trimestriel,4.0,34.5,8.0,01/03/2024,31/12/2026,30/06/2027,181.0,15,10,0,5,12,8.0,8.33
IT-1160,Projet de Sécurisation Agricole RCA,"Le projet vise à renforcer la sécurité alimentaire et agricole en République centrafricaine par le développement d'une plateforme numérique intégrée. Cette plateforme permettra la surveillance des cultures, la prévision des rendements, la gestion des risques climatiques et la sécurisation des chaînes d'approvisionnement via des technologies avancées telles que l'IoT, l'analyse de données géospatiales et l'intelligence artificielle.",2024.0,Agriculture,République centrafricaine,0.91,136500.0,106470.0,22.0,7.0,26.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,15/03/2026,15/09/2026,183.0,15,12,10,2,8,5.0,8.67
IT-1161,Analyse Financière Libye 2025,"Ce projet vise à développer une plateforme d'analyse financière avancée pour le secteur bancaire en Libye. L'objectif est de fournir des outils d'analyse prédictive, de gestion des risques et de reporting réglementaire aux institutions financières locales. La solution intègre des technologies Big Data, IA et Cloud pour traiter de vastes volumes de données transactionnelles et générer des insights exploitables.",2025.0,Finance,Libye,0.91,136500.0,106470.0,22.0,7.0,35.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2025,14/03/2027,14/09/2027,183.0,15,10,10,5,12,5.0,9.5
IT-1162,Plan de Développement Urbain Intelligent - Nigeria,"Ce projet vise à concevoir et mettre en œuvre un système intégré de gestion urbaine intelligente au Nigeria, en utilisant des technologies avancées pour améliorer la planification urbaine, l'optimisation des infrastructures et la durabilité environnementale. Il inclut le développement d'une plateforme SIG (Système d'Information Géographique) pour cartographier les zones urbaines, analyser les données démographiques et proposer des solutions adaptées aux défis urbains croissants.",2024.0,Urbanisme,Nigeria,0.91,136500.0,106470.0,22.0,0.0,20.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,0,2,8,5.0,7.0
IT-1163,Sécurisation Financière Numérique au Niger,"Ce projet vise à renforcer la sécurité des transactions financières numériques au Niger en mettant en place une infrastructure robuste de cybersécurité. Il inclut le développement d'une plateforme sécurisée pour les banques et institutions financières, intégrant des solutions avancées d'authentification, de détection des fraudes et de conformité réglementaire.",2024.0,Finance,Niger,0.91,113750.0,88725.0,22.0,9.0,35.0,4.0,4550.0,Trimestriel,4.0,22.3,10.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,10,5,0,10,5.0,7.5
IT-1164,Maintenance des Infrastructures Numériques au Niger (MIND-Niger),"Le projet vise à assurer la maintenance et l'amélioration continue des infrastructures numériques critiques au Niger, y compris les systèmes de gestion des données gouvernementales, les réseaux de télécommunications, et les plateformes cloud locales. Il inclut également la mise en place d'un système de surveillance proactive pour prévenir les pannes et optimiser les performances.",2024.0,Technologie,Niger,0.91,136500.0,106470.0,22.0,6.0,35.0,4.0,10.92,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,10,2,8,1.0,8.0
IT-1165,Optimisation Éducative Libye,"Ce projet vise à optimiser les systèmes éducatifs en Libye grâce à l'intégration de technologies avancées, notamment des plateformes d'apprentissage en ligne, des outils d'analyse des données pédagogiques et des solutions de gestion scolaire automatisée. L'objectif est de réduire les inefficacités administratives, d'améliorer l'accès aux ressources éducatives et de fournir des analyses prédictives pour mieux orienter les politiques éducatives.",2024.0,Éducation,Libye,0.91,136500.0,106470.0,22.0,2.0,21.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,5,2,10,8.0,8.67
IT-1166,Système de Maintenance Urbaine Érythrée (SMUE),"Le projet vise à développer et maintenir un système intégré pour la gestion des infrastructures urbaines en Érythrée. Il inclut la mise en place d'une plateforme SIG pour surveiller l'état des routes, des bâtiments publics et des réseaux d'eau et d'électricité, ainsi que des outils prédictifs basés sur l'IA pour anticiper les besoins de maintenance. L'objectif est d'améliorer la durabilité et la résilience des infrastructures urbaines face aux défis climatiques et démographiques.",2024.0,Urbanisme,Érythrée,0.91,136500.0,106470.0,22.0,0.0,23.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,0,5,12,8.0,8.33
IT-1167,Maintenance Urbaine Numérique Algérie,"Le projet vise à moderniser et optimiser les systèmes de maintenance urbaine en Algérie à travers une plateforme numérique intégrée. Cette solution permettra la gestion centralisée des infrastructures urbaines (routes, éclairage public, réseaux d’eau et d’assainissement) via des outils SIG avancés, des analyses prédictives basées sur l’IA, et un suivi en temps réel des interventions techniques. L’objectif est d’améliorer la qualité de vie des citoyens tout en réduisant les coûts opérationnels.",2024.0,Urbanisme,Algérie,0.91,136500.0,106470.0,22.0,3.0,26.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,5,2,12,8.0,8.67
IT-1168,Analyse des Infrastructures Critiques au Ghana,"Le projet vise à analyser les infrastructures critiques du Ghana, notamment les réseaux routiers, les installations énergétiques et les systèmes de communication. L'objectif est d'évaluer leur résilience face aux risques naturels et anthropiques via des outils d'analyse avancés, en intégrant des technologies Big Data et SIG pour fournir des recommandations stratégiques aux décideurs publics.",2024.0,Infrastructure,Ghana,0.91,136500.0,106470.0,22.0,8.0,25.0,4.0,455.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,10,2,8,5.0,8.67
IT-1169,Analyse Éducative Avancée au Cap-Vert,"Ce projet vise à développer une plateforme d'analyse éducative pour le gouvernement du Cap-Vert, permettant de collecter, analyser et visualiser des données sur les performances académiques des élèves et des établissements. L'objectif est d'améliorer la prise de décision en matière d'éducation grâce à des analyses prédictives et des rapports détaillés.",2024.0,Éducation,Cap-Vert,0.91,113750.0,88725.0,22.0,5.0,27.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,5,2,8,4.0,7.67
IT-1170,Projet de Sécurisation des Établissements Éducatifs en Ouganda,"Le projet vise à renforcer la sécurité des établissements éducatifs en Ouganda à travers l'implémentation d'une infrastructure numérique sécurisée et la formation des parties prenantes. Il inclut le développement d'un système centralisé pour la surveillance, la gestion des incidents, et la protection des données sensibles des étudiants et du personnel.",2024.0,Éducation,Ouganda,0.91,170625.0,131950.0,22.67,4.0,31.0,4.0,10.92,Trimestriel,4.0,30.5,8.0,15/03/2024,15/09/2026,15/12/2026,91.0,15,10,5,2,12,2.0,7.67
IT-1171,Sécurisation Urbaine des Seychelles,"Le projet vise à renforcer la sécurité urbaine aux Seychelles en mettant en place une infrastructure technologique intégrée pour la surveillance, la gestion des risques et la prévention des catastrophes. Il inclut le développement d'une plateforme SIG (Système d'Information Géographique) pour cartographier les zones vulnérables, ainsi que l'intégration de solutions IoT et de cybersécurité pour assurer la protection des données sensibles.",2024.0,Urbanisme,Seychelles,0.91,136500.0,106470.0,22.0,8.0,34.0,4.0,455.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,8,5.0,8.67
IT-1172,Optimisation Urbaine Niger 2025,"Le projet vise à optimiser l'aménagement urbain dans les principales villes du Niger en intégrant des solutions technologiques avancées basées sur des données géospatiales et des analyses prédictives. L'objectif est de proposer des plans d'urbanisme durables, de réduire la congestion urbaine et d'améliorer les infrastructures publiques grâce à une plateforme SIG centralisée et des algorithmes d'optimisation.",2025.0,Urbanisme,Niger,0.91,136500.0,106470.0,22.0,0.0,23.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2025,14/03/2027,14/09/2027,183.0,15,10,0,5,12,5.0,7.83
IT-1173,Déploiement Éducatif Numérique Mozambique,"Le projet vise à déployer une plateforme numérique éducative pour améliorer l'accès à des ressources pédagogiques de qualité dans les écoles du Mozambique. Cette initiative inclut la création d'une infrastructure cloud robuste, le développement d'applications mobiles et web pour les enseignants et les élèves, ainsi que la formation des utilisateurs finaux.",2024.0,Éducation,Mozambique,0.91,136500.0,106470.0,22.0,4.0,26.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,8,2,10,5.0,8.67
IT-1174,Analyse Éducative Mali (AEM),"Le projet vise à développer une plateforme d’analyse des données éducatives au Mali pour améliorer la prise de décision stratégique dans le secteur de l’éducation. La plateforme intégrera des outils d’analyse avancée, y compris des modèles prédictifs et des tableaux de bord interactifs, afin de fournir aux décideurs des informations clés sur les performances scolaires, les ressources disponibles et les besoins des élèves et enseignants.",2024.0,Éducation,Mali,0.91,136500.0,106470.0,22.0,9.0,33.0,4.0,1092.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,5,0,10,5.0,7.5
IT-1175,Optimisation Agricole Numérique Namibie,"Le projet vise à optimiser les pratiques agricoles en Namibie grâce à une plateforme numérique intégrée combinant des technologies avancées telles que l'analyse de données géospatiales, l'intelligence artificielle et l'Internet des objets (IoT). L'objectif est d'améliorer la productivité agricole, réduire les pertes dues aux conditions climatiques extrêmes et favoriser une gestion durable des ressources naturelles.",2024.0,Agriculture,Namibie,0.91,136500.0,106470.0,22.0,2.0,28.0,4.0,1092.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,5,2,10,8.0,8.67
IT-1176,Plan Urbain Burundi 2030,"Le projet vise à concevoir et mettre en œuvre un plan directeur urbain pour le développement durable des villes principales du Burundi. Il inclut la cartographie géospatiale, l’analyse des infrastructures existantes, la planification des zones résidentielles, commerciales et industrielles, ainsi que l’intégration de solutions technologiques pour une gestion intelligente des ressources urbaines.",2024.0,Urbanisme,Burundi,0.91,79625.0,61311.25,23.0,1.0,22.0,4.0,10.92,Trimestriel,4.0,30.5,8.0,15/03/2024,15/09/2026,15/12/2026,91.0,15,20,5,0,10,2.0,8.67
IT-1177,Projet de Développement Financier Numérique en République Centrafricaine,"Ce projet vise à développer une plateforme numérique financière intégrée pour stimuler l'inclusion financière et le développement économique en République Centrafricaine. La solution inclura des services bancaires mobiles, un système de microcrédit, une gestion automatisée des risques et une interface utilisateur intuitive pour les populations rurales et urbaines. L'objectif est d'améliorer l'accès aux services financiers tout en renforçant la transparence et la sécurité des transactions.",2024.0,Finance,République centrafricaine,0.91,113750.0,88725.0,22.0,6.0,34.0,4.0,4550.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,28/09/2026,198.0,15,10,5,2,12,8.0,8.67
IT-1178,Déploiement d'une plateforme numérique pour l'inclusion financière au Libéria,"Le projet vise à déployer une plateforme technologique intégrée pour améliorer l'accès aux services financiers dans les zones rurales et urbaines du Libéria. Cette plateforme comprendra des solutions de paiement mobile, des outils d'analyse des données financières et un système de gestion des risques basé sur l'intelligence artificielle. L'objectif est d'améliorer l'inclusion financière tout en assurant la sécurité et la conformité réglementaire.",2024.0,Technologie,Libéria,0.91,136500.0,106470.0,22.0,8.0,31.0,4.0,4550.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,20/09/2026,190.0,15,12,10,5,10,8.0,10.0
IT-1179,Système de Maintenance Urbaine Intelligente - Zambie,"Ce projet vise à développer et mettre en œuvre un système intégré de maintenance urbaine pour les infrastructures publiques en Zambie. L'objectif est d'améliorer la gestion des actifs urbains, notamment les routes, ponts, éclairage public et réseaux d'eau, grâce à une plateforme numérique centralisée basée sur des technologies SIG (Systèmes d'Information Géographique), IoT et Big Data. La solution permettra de planifier, superviser et optimiser les interventions de maintenance préventive et corrective, tout en fournissant des analyses avancées pour anticiper les besoins futurs.",2024.0,Urbanisme,Zambie,0.91,136500.0,106470.0,22.0,9.0,21.0,4.0,1092.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,12,5.0,9.33
IT-1180,Déploiement Urbain Numérique Angola,"Le projet vise à moderniser et optimiser l'infrastructure urbaine en Angola grâce au déploiement d'une plateforme numérique intégrée. Cette plateforme permettra une gestion intelligente des ressources urbaines, incluant la cartographie SIG avancée, la surveillance en temps réel via IoT, et des solutions de planification pour les infrastructures publiques et privées. L'objectif est de soutenir le développement durable des villes angolaises tout en améliorant la qualité de vie des citoyens.",2024.0,Urbanisme,Angola,0.91,136500.0,106470.0,22.0,5.0,29.0,4.0,1092.0,Trimestriel,4.0,30.5,8.0,15/03/2024,15/09/2026,15/12/2026,91.0,15,18,10,5,12,8.0,11.33
IT-1181,Seychelles Secure Finance Initiative (SSFI),"Le projet vise à renforcer la sécurité des infrastructures financières numériques aux Seychelles, en intégrant des solutions avancées de cybersécurité et de conformité réglementaire. Il inclut la mise en place d'un centre de supervision des menaces (SOC), le développement d'une plateforme de gestion des risques financiers basée sur l'IA, ainsi que la formation des équipes locales pour assurer une maintenance proactive et durable.",2024.0,Finance,Seychelles,0.91,455000.0,354900.0,22.0,7.0,30.0,4.0,13650.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,18,10,2,12,15.0,12.0
IT-1182,Optimisation Urbaine Douala 2030,"Le projet vise à optimiser l'urbanisme de la ville de Douala au Cameroun en intégrant des solutions technologiques avancées pour une gestion durable et efficiente des infrastructures urbaines. Il inclut le développement d'une plateforme SIG (Système d'Information Géographique) centralisée, l'analyse des flux de population, la planification des zones résidentielles, commerciales et industrielles, ainsi que la modélisation prédictive pour anticiper les besoins futurs.",2024.0,Urbanisme,Cameroun,0.91,682500.0,532350.0,22.0,6.0,26.0,4.0,136.5,Trimestriel,4.0,30.5,8.0,15/03/2024,15/09/2026,15/12/2026,91.0,15,18,10,5,12,2.0,10.33
IT-1183,Analyse Financière Algérie 2025,"Le projet vise à développer une plateforme d'analyse financière avancée pour les institutions bancaires et financières en Algérie. Cette solution permettra de centraliser, analyser et visualiser des données transactionnelles massives afin de détecter des tendances, anticiper des risques et optimiser la prise de décision stratégique. L'outil intègre des technologies Big Data, Intelligence Artificielle et Business Intelligence tout en respectant les normes locales de cybersécurité.",2025.0,Finance,Algérie,0.91,455000.0,354900.0,22.0,7.0,26.0,4.0,1820.0,Trimestriel,4.0,24.3,8.0,15/03/2025,14/03/2027,14/09/2027,183.0,15,12,10,2,8,4.0,8.5
IT-1184,Déploiement de la Plateforme Financière Unifiée au Ghana,"Ce projet vise à déployer une plateforme financière unifiée au Ghana pour améliorer l'efficacité des transactions bancaires, réduire les risques opérationnels et offrir des services financiers numériques avancés. La solution intègre des fonctionnalités de Business Intelligence (BI), des capacités d'analyse prédictive grâce à l'IA, ainsi qu'une infrastructure cloud sécurisée. Elle permettra également aux institutions financières locales de se conformer aux réglementations internationales.",2024.0,Finance,Ghana,0.91,113750.0,88725.0,22.0,2.0,32.0,4.0,4550.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,5,2,10,8.0,8.67
IT-1185,Sécurisation des Infrastructures Critiques en Égypte,"Ce projet vise à renforcer la sécurité des infrastructures critiques en Égypte, notamment les réseaux d'énergie, de transport et de télécommunications. Il inclut l'implémentation de solutions avancées de cybersécurité, la mise en place de systèmes de surveillance en temps réel et le développement d'une infrastructure résiliente face aux cyberattaques.",2024.0,Infrastructure,Égypte,0.91,136500.0,106470.0,22.0,1.0,32.0,4.0,4550.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,2,5,10,8.0,8.67
IT-1186,Analyse Infrastructure Zimbabwe,"Le projet vise à analyser et optimiser les infrastructures critiques du Zimbabwe, notamment les réseaux routiers, énergétiques et hydriques, en utilisant des technologies avancées d'analyse de données et de modélisation SIG. L'objectif est de fournir des recommandations stratégiques pour améliorer la résilience et l'efficacité des infrastructures nationales.",2024.0,Infrastructure,Zimbabwe,0.91,136500.0,106470.0,22.0,9.0,30.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,10,5,2,12,5.0,8.17
IT-1187,Plateforme Éducative Numérique pour Madagascar (PEN-MG),"Le projet vise à développer une plateforme éducative numérique accessible à tous les étudiants et enseignants de Madagascar. L'objectif est d'améliorer l'accès à des ressources pédagogiques de qualité via une infrastructure cloud robuste, tout en intégrant des outils d'analyse de données pour suivre les performances académiques et adapter les contenus aux besoins spécifiques des utilisateurs.",2024.0,Éducation,Madagascar,0.91,136500.0,106470.0,22.0,3.0,28.0,4.0,910.0,Trimestriel,4.0,22.3,10.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,5,2,10,8.0,8.67
IT-1188,Déploiement d'une plateforme de e-gouvernance en Sierra Leone,"Ce projet vise à déployer une plateforme numérique complète pour moderniser les services publics en Sierra Leone. L'objectif est de fournir aux citoyens un accès simplifié et sécurisé aux services gouvernementaux via une infrastructure cloud robuste, tout en intégrant des solutions avancées d'intelligence artificielle pour l'analyse des données et la prise de décision stratégique.",2024.0,Technologie,Sierra Leone,0.91,113750.0,88725.0,22.0,7.0,28.0,4.0,4550.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,8,5.0,8.67
